St_Father_Monthly_Income,St_Date_of_Birth,AgeYearsIntTrunc,academic_year_name,class_name,section_name,St_Active_Inactive
25000.0,2007-12-01 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
41000.0,2007-11-17 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
15000.0,2007-12-04 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
21525.0,2006-09-18 00:00:00.000,11,March 2015 - Fabruary 2016,2nd,TULIP,A         
17000.0,2007-06-20 00:00:00.000,10,March 2015 - Fabruary 2016,2nd,TULIP,A         
30000.0,2006-11-14 00:00:00.000,11,March 2015 - Fabruary 2016,2nd,TULIP,A         
10000.0,2009-01-22 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
18000.0,2009-01-05 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
11000.0,2009-02-04 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
18150.0,2009-03-26 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
40000.0,2009-06-12 00:00:00.000,8,March 2015 - Fabruary 2016,1st ,TULIP,A         
20000.0,2009-02-11 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
25000.0,2008-07-31 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
12000.0,2009-06-14 00:00:00.000,8,March 2015 - Fabruary 2016,1st ,TULIP,A         
24000.0,2008-11-22 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
50000.0,2008-11-21 00:00:00.000,9,March 2015 - Fabruary 2016,1st ,TULIP,A         
15000.0,2000-06-02 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2001-02-16 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
23000.0,2001-02-02 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
15000.0,2002-03-03 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2002-01-04 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
20000.0,1999-11-06 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-12-17 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-12-01 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-10-01 00:00:00.000,17,March 2016-  February 2017,10th,F,A         
2000.0,2001-01-22 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
40000.0,2000-11-05 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
16000.0,2000-11-24 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
100000.0,2000-07-22 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
35000.0,2001-09-03 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,A         
100000.0,1999-08-23 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
25000.0,2000-09-18 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
12000.0,1999-06-10 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
30000.0,2005-09-30 00:00:00.000,12,March 2015 - Fabruary 2016,3rd,TULIP,A         
17000.0,2005-11-16 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
25000.0,2006-04-03 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
20000.0,2005-11-06 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,A         
30000.0,2004-12-03 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
15000.0,2004-11-29 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
25000.0,2005-04-01 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
45000.0,2005-07-11 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,A         
32538.0,2005-03-16 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
20000.0,2005-06-29 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,A         
35000.0,2001-11-15 00:00:00.000,16,March 2015 - Fabruary 2016,5th,TULIP,A         
20000.0,2004-08-28 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,A         
50000.0,2004-01-14 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
10000.0,2002-09-07 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
15000.0,2002-09-08 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,1998-06-20 00:00:00.000,19,March 2013 - February 2014,10th,A,A         
20000.0,2004-04-09 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,A         
29000.0,2003-12-14 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2003-08-25 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
14000.0,2003-12-10 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
50000.0,2003-10-30 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2004-04-20 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2003-06-08 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2003-05-15 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
15000.0,2003-06-05 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
50000.0,2001-04-22 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
25000.0,2002-12-17 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
20000.0,2003-03-05 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
50000.0,2002-10-25 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
45000.0,2003-07-08 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
20000.0,2000-07-11 00:00:00.000,17,March 2015 - Fabruary 2016,10th,D,A         
70000.0,1998-08-20 00:00:00.000,19,March 2015 - Fabruary 2016,10th,D,A         
30000.0,1999-06-04 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
45000.0,1999-11-28 00:00:00.000,18,March 2015 - Fabruary 2016,10th,D,A         
20000.0,1999-10-15 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
30000.0,1999-12-20 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
40000.0,1999-01-21 00:00:00.000,19,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-01-27 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
15000.0,2001-04-12 00:00:00.000,16,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-02-07 00:00:00.000,18,March 2015 - Fabruary 2016,10th,E,A         
14000.0,2000-10-16 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
20000.0,2000-05-26 00:00:00.000,17,March 2015 - Fabruary 2016,10th,E,A         
50000.0,1998-08-09 00:00:00.000,19,March 2014 - February 2015,10th,D,A         
12000.0,2005-04-09 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,A         
50000.0,2004-09-28 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
30000.0,2004-04-30 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
13000.0,2004-09-13 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
60000.0,2005-01-13 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
15000.0,2003-12-03 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
20000.0,2004-04-10 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2003-11-28 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
60000.0,2003-09-14 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2002-01-04 00:00:00.000,16,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2002-03-02 00:00:00.000,16,March 2015 - Fabruary 2016,6th,TULIP,A         
20000.0,2002-01-22 00:00:00.000,16,March 2015 - Fabruary 2016,6th,TULIP,A         
20000.0,2002-11-23 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
30000.0,2000-08-08 00:00:00.000,17,March 2015 - Fabruary 2016,7th,TULIP,A         
10000.0,2001-12-14 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
22000.0,2002-02-05 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
25000.0,2001-09-01 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
30000.0,2001-07-26 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
35000.0,2003-02-05 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
30000.0,2003-03-11 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
40000.0,2002-10-16 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
17000.0,2003-04-09 00:00:00.000,14,March 2015 - Fabruary 2016,7th,TULIP,A         
60000.0,2003-01-30 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
30000.0,2001-01-11 00:00:00.000,17,March 2015 - Fabruary 2016,7th,TULIP,A         
25000.0,2002-05-13 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
30000.0,2003-03-06 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
46000.0,2003-01-09 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
15000.0,2001-02-08 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
50000.0,2001-08-15 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2002-01-30 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
15000.0,1999-10-27 00:00:00.000,18,March 2015 - Fabruary 2016,8th,TULIP,A         
25000.0,2002-07-04 00:00:00.000,15,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2000-07-08 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
70000.0,2001-06-17 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2001-01-05 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
25000.0,2000-09-11 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-08-27 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
46000.0,2000-11-22 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
40000.0,1999-06-29 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
15000.0,2000-10-13 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
45000.0,2001-01-18 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
40000.0,2001-08-12 00:00:00.000,16,March 2015 - Fabruary 2016,9th,TULIP,A         
30000.0,2000-07-19 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2001-04-02 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
60000.0,1997-03-05 00:00:00.000,21,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-02-28 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
30000.0,2001-02-23 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
30500.0,1999-11-05 00:00:00.000,18,March 2015 - Fabruary 2016,10th,C,A         
35000.0,2004-12-09 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
25000.0,2004-08-22 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
15000.0,2003-08-31 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
19500.0,2004-02-18 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
90000.0,2004-01-19 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
12000.0,2004-02-09 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
35000.0,2002-02-11 00:00:00.000,16,March 2015 - Fabruary 2016,8th,TULIP,A         
30000.0,2002-08-11 00:00:00.000,15,March 2015 - Fabruary 2016,7th,TULIP,A         
19500.0,2003-09-04 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
40000.0,2003-10-17 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
20000.0,2004-05-14 00:00:00.000,13,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2004-02-06 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
20000.0,2004-12-22 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
50000.0,2005-03-25 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
30000.0,2004-12-03 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
40000.0,2004-01-27 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
25000.0,2003-09-07 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
20000.0,2003-01-17 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
8000.0,2002-04-11 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
15000.0,2004-02-08 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
50000.0,2007-03-16 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
20000.0,2006-11-20 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
40000.0,2005-12-06 00:00:00.000,12,March 2015 - Fabruary 2016,3rd,TULIP,A         
40000.0,2006-09-08 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
20000.0,2006-09-28 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
50000.0,2006-11-01 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
27000.0,2007-10-02 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
40000.0,2007-07-14 00:00:00.000,10,March 2015 - Fabruary 2016,3rd,TULIP,A         
35000.0,2000-10-07 00:00:00.000,17,March 2017-  February 2018,5th,E,A         
20000.0,2007-09-24 00:00:00.000,10,March 2017-  February 2018,5th,E,A         
30000.0,2007-02-11 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
20000.0,2007-07-14 00:00:00.000,10,March 2017-  February 2018,5th,F,A         
50000.0,2006-09-08 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
30000.0,2006-10-03 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
20000.0,2006-12-15 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
20000.0,2007-01-03 00:00:00.000,11,March 2015 - Fabruary 2016,3rd,TULIP,A         
44000.0,2006-07-28 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
20000.0,2006-03-01 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
30000.0,2006-01-25 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
30000.0,2005-10-08 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
15000.0,2005-02-05 00:00:00.000,13,March 2015 - Fabruary 2016,4th,TULIP,A         
25000.0,2005-09-03 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
8800.0,2004-05-20 00:00:00.000,13,March 2015 - Fabruary 2016,4th,TULIP,A         
13000.0,2005-10-20 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
25000.0,2006-01-01 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
35000.0,2006-05-15 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
25000.0,2005-12-05 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
25000.0,2006-01-09 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
29000.0,2005-10-16 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
20000.0,2006-01-18 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
20000.0,2006-04-17 00:00:00.000,11,March 2015 - Fabruary 2016,4th,TULIP,A         
15000.0,2005-01-22 00:00:00.000,13,March 2015 - Fabruary 2016,4th,TULIP,A         
30000.0,2005-03-27 00:00:00.000,13,March 2015 - Fabruary 2016,4th,TULIP,A         
30000.0,2005-12-22 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
50000.0,2006-02-12 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
100000.0,2005-09-05 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
45000.0,2006-02-17 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
20000.0,2006-03-31 00:00:00.000,12,March 2015 - Fabruary 2016,4th,TULIP,A         
25000.0,2005-01-30 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
50000.0,2005-04-06 00:00:00.000,12,March 2015 - Fabruary 2016,5th,TULIP,A         
30000.0,2004-08-19 00:00:00.000,13,March 2015 - Fabruary 2016,5th,TULIP,A         
50000.0,2003-12-28 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
40000.0,2002-11-03 00:00:00.000,15,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,2003-12-27 00:00:00.000,14,March 2015 - Fabruary 2016,6th,TULIP,A         
30000.0,1999-01-29 00:00:00.000,19,March 2015 - Fabruary 2016,9th,TULIP,A         
10000.0,1998-05-24 00:00:00.000,19,March 2013 - February 2014,10th,D,A         
20000.0,2002-02-01 00:00:00.000,16,March 2015 - Fabruary 2016,7th,TULIP,A         
20000.0,2000-12-25 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
80000.0,2000-10-02 00:00:00.000,17,March 2015 - Fabruary 2016,8th,TULIP,A         
20000.0,1999-09-27 00:00:00.000,18,March 2015 - Fabruary 2016,8th,TULIP,A         
24000.0,2002-07-11 00:00:00.000,15,March 2015 - Fabruary 2016,8th,TULIP,A         
50000.0,2001-05-22 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
15000.0,2001-01-04 00:00:00.000,17,March 2015 - Fabruary 2016,9th,TULIP,A         
20000.0,2000-11-28 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
30000.0,1999-12-01 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
50000.0,2000-12-12 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
20000.0,2001-05-11 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
10000.0,2001-08-04 00:00:00.000,16,March 2016-  February 2017,10th,A,A         
15000.0,2001-01-08 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
20000.0,2000-11-07 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
35000.0,2000-09-12 00:00:00.000,17,March 2016-  February 2017,10th,A,A         
10000.0,2000-10-10 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
100000.0,2001-02-01 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
15000.0,1998-08-02 00:00:00.000,19,March 2014 - February 2015,10th,F,A         
35000.0,1999-11-08 00:00:00.000,18,March 2016-  February 2017,10th,B,A         
25000.0,1999-03-31 00:00:00.000,19,March 2016-  February 2017,10th,B,A         
37200.0,2000-10-03 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
40000.0,2000-05-06 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
25000.0,2001-06-18 00:00:00.000,16,March 2016-  February 2017,10th,B,A         
25000.0,2001-04-04 00:00:00.000,17,March 2016-  February 2017,10th,B,A         
20000.0,1999-12-07 00:00:00.000,18,March 2015 - Fabruary 2016,9th,TULIP,A         
25000.0,2000-09-23 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
35000.0,2000-08-10 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
40000.0,2000-10-15 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
40000.0,2000-12-26 00:00:00.000,17,March 2016-  February 2017,10th,C,A         
